Text,"Annotator1, before discussion",,,"Annotator1, after discussion",,,"Annotator2, before discussion",,,"Annotator2, after discussion",,
The high-altitude balloon that drifted across the United States this month was seen by many Americans as a shocking Chinese breach of U.S sovereignty It may turn out to be child’s play compared with the havoc China could wreak on the American homeland in a war,,1,,,,,,1,,,,
an Indian man standing next to him who was asked for the name of the Prophet Muhammad's mother was shot dead when he was unable to answer,,1,,,,,,1,,,,
"Yeah, I started revising I think around about this time next week or something. I think that's a lie... No yes, I revised like in May aha! I literally just spend hours on end just coping things from my book onto piece of paper, then transferring those notes on paper to flash cards and it worked for me. That's how I remembered it. I did test myself throughout. Life after I finished a topic, I'd test myself. I had a massive white board tht I used too.",,1,,,,,,1,,,,
"""What in God's name is that all about? Man, that's sick! - Doug McGivens of Glen Burnie, MD. while looking at the mural",,1,,,,,,1,,,,
"I think her main problem is that she's just a little dim The other guy was worse, he was going on about how gay people shouldn't be allowed to adopt children, because they were more likely to turn out ""camp"", but he once came to college in a dress! However, I was pleasantly surprised to find that the rest of the class, including the teacher, told them both that they were talking crap.",,1,,,,,,1,,,,
"The vast majority of countries don't ""fear China"" as you claim, the vast majority of the world defends China because China trades and develops based on mutual interests and reciprocation, not in the exploitative way the U.S. Empire does, which you're projecting on China and which is precisely what's caused the majority of the world to lean towards Russia, China, BRICS, multipolarity etc.",,1,,,,,,1,,,,
"But the key point is that the player has a trans colour identity which is an anathema. For the Liberal it is not merely enough that you must believe. You must also believe in the opposite. You must simultaneously believe that race doesn't exist, and that race is immutable. Woe betide the ""White person"" who claims to be Black or an Indian Squaw.",,1,,,,,,1,,,,
"Older white male: ?Less bureaucracy, less control, of every asset of life.?",,1,,,,,,1,,,,
"In the latest covid news, the pandemic is still killing more than a thousand MOSTLY UNVACCINATED people a day. In fact, most in the field agree that the continued rate of infection is largely because UNVACCINATED people are still spreading the disease. The price AMERICA is paying for the murderous policies of obstruction and denial on the part of one criminally negligent Donald Trump, who, according to experts, is personally responsible for MORE THAN 400,000 DEATHS from Covid, and also because of the actions on the part of his reich-winged cronies at state levels who've opposed and obstructed vaccine and",,1,,,,,,1,,,,
Not as hate crimes no but blacks killing each other is why they statistically commit such an out of balance percentage of murders. Blacks are 12% of the population but commit more murders annually than whites who are 70% of the population.,,1,,,,,,1,,,,
All u scream about is the white Trump hillbillies are killing people by not getting the vaxx...not one peep here about blacks not getting it! And blacks live in highly populated areas like Baltimore Memphis and not in Hays Kansas. Farmer Frank in Hays may only have 3 people around him in a square mile. Brother Tyrone in Baltimore will have 300+,,1,,,,,,1,,,,
"Reputable scientific sources, plus persons educated, trained and experienced in managing bee hives are emphatic that parasites, bacterial and viral diseases, as well as single-crop farming are the causes.",,1,,,,,,1,,,,
Virtually minorities excluding aborigines are immigrants from third world rat holes. Why would you not expect them to have worse health and wealth statistics than us?,,1,,,,,,1,,,,
In NUM a group of Moravian Protestants in Ohio killed NUM Christianized Delaware Indians illustrating the growing contempt for native people Captain David Williamson ordered the converted Delawares who had been blamed for attacks on white settlements to go to the cooper shop two at a time where militiamen beat them to death with wooden mallets and hatchets,,1,,,,,1,,,,,
"Will they put a stop to including ""leader issues"" such as gay marriage or abortion on the same ballots as election candidates in a blatant attempt to draw out one particular side of the aisle over the other?",,1,,,,,,1,,,,
the Woke dogma that the Liberals are adopting actually embraces Anti-Asian racism,,1,,,,,,1,,,,
"Some say you need to become a rock star or a top politician. But no when it comes to avoiding involuntary celibacy and involuntary monogamy, you can't beat being a guru. Maybe its a moral lacking in me that I've never really knuckled down and tried to build my own cult.",,1,,,,,,1,,,,
"Why should the Jewish people have a ""homeland?"" There is no homeland for the Buddhists, or the Confucianists, or the Baha'is, or the Hindus, or the Protestants, or the Shintos, or the Taoists, or any other specific religion. Why is it that this particular religion must have a ""homeland"" ? If you are thinking they must have one because they ""suffered"" so much at the hands of the evil Nazis, then why shouldn't the homosexuals, the Gypsies, the weak-minded, and all the other groups that were allegedly persecuted by the Nazis also have a homeland ? This Jew-coddling is getting",,1,,,,,,1,,,,
"on the one hand you demonize any attempt of attributing racial responsibility to blacks for their RECENT crimes... yet you demonize ALL WHITE PEOPLE... for the ""crimes"" of a minute fraction of our ancestors... what a huge and sickening double standard.",,1,,,,,,1,,,,
"Incels and MGTOW? You have got to be shitting me. What is this world coming to? If they are Incels, they obviously need to learn how to attract women so they can get a date. That being said, in my experience, there is no such thing as cheap sex and once you sleep with a woman, most want a commitment out of you . So, if I were single, I would refrain from sleeping with a woman I am unwilling to commit to because it just creates a lot of drama and headaches in the future if you do sheep",,1,,,,,1,,,,,
"When I think of changes in our diet, in the future, I would guess that it will involve a lot less meat, and a lot more bugs. I also think most meat will eventually come out of factories, not pigs and cows. They can do that now in the lab.",,1,,,,,,1,,,,
Ok let us assume that true freewill requires the option to do evil The issue with this is that freewill fails to explain natural evil What has natural evil got to do with our own freewill How does the Asian Tsunami of NUM have anything to do with my choices between good and evil,,1,,,,,,1,,,,
Otherwise you are sheeple just like the Europeans when you are aout and abaout away from your homes where you keep your shotguns and bear guns.,,1,,,,,,1,,,,
"This debate is getting closer and closer all the time to the gay marriage debate. Guess what folks-----you will NEVER have all the same rights, privileges or opportunities as everyone else. All this whining about people not being able to have that green grass on the other side of the fence is just that. Women will never be men, men will never be women.. Accept some realities and stop seeing them as limitations.",1,,,,,,1,,,,,
in a white cave of forgetfulness. A withered hand trembles on its stalk.,,1,,,,,,1,,,,
Open your eyes if you believe that What white sports clothing if you are out jogging it's safe to say you would be wearing sports clothing,,1,,,,,,1,,,,
"You reward people for irresponsible behavior and eliminate any incentive to do better by just throwing cash at them. You also ignore the tendency of young people to think short-term. When I was 18, I thought I was going to be rich when I'm 30. 2,500 easily earned bucks and then get the operation reversed out of my pocket in a far-away vague future? Count me in. I need a criminal record to qualify? Nothing easier than that. What about those who do use contraception, how you do you prevent them from taking the money? Are you eligible if you",,1,,,,,,1,,,,
Of course you find me to be a Jewish running dog so why the knickers all twisted?,,1,,,,,,1,,,,
"The initial cost of this New Beast was to be 1.7 billion dollars but by the time they were done playing games, having problems, getting bailed out and got extra government money , it cost about $4.8 billion - obscenely over budget. I have yet to meet a local who wanted the thing built, or didn't have a frothing, rabid story about the whole mess. Words used to describe the DIA were ""buried in technical problems"", ""poor project management"", ""overwhelming complexity"" and ""America's most inconvenient airport"". It was built in a high wind area that causes it to be shut",,1,,,,,,,1,,,
"As for the TV, people will get them when Walmart has them on sale on Black Friday whether one approves or disapproves and they will sell truckloads of them. It is their money to do with as they please.",,1,,,,,,1,,,,
He’s a black man in america,,1,,,,,,1,,,,
If he was gay having consensual relationship with a male staff member...nothing would have happened...he would have come out as the first Gay NBA coach and been hailed a hero by the left. Would go on CNN the View etc,,1,,,,,,1,,,,
"Furthermore, since scientists have been able to achieve conception in a petri dish in the case of the ""test-tube"" baby, and this conceptus if it has white parents can be transferred to the body of a black woman and be born white, we know conclusively that the unborn is not part of the pregnant woman's body. Certainly a woman has a right to control her own body, but the unborn entity, though for a time living inside her body, is not part of her body. Hence, abortion is not justified, since no one's right to personal autonomy is so strong",,1,,,,,,1,,,,
On November NUM NUM a mass shooting took place at Fort Hood near Killeen Texas NUM Nidal Hasan a U.S Army major and psychiatrist fatally shot NUM people and injured more than NUM others NUM NUM It was the deadliest mass shooting on an American military base NUM,,1,,,,,,1,,,,
So how does a positrac work in a Chrysler? it just does.....Joe Dirt's Dad,,1,,,,,,1,,,,
So where to now St. Peter If it's true I'm in your hands I may not be a Christian But I've done all one man can I understand I'm on the road Where all that was is gone So where to now St. Peter Show me which road I'm on Which road I'm on,,1,,,,,,1,,,,
"And a comparison to the Crusades is lame ... very evil even! The Crusaders were everything, but not noble defenders of Christianity against the evil Muslims! They had been mass murderers ... and hopefully you know that there were far more crusades than those in the ME. For example, in the East against the then pagan Balts or on the French-Spanish border against the Cathars = Christians who practiced their religion differently as the Pope wants it ... Keyword Catharism!",,1,,,,,,1,,,,
"When violence is used, motivated by some type of prejudice .. it's a hate crime. These girls intentionally attacked, stole and destroyed property motivated by their prejudice against the views expressed by the victims. It would be no different if the person had a muslim hat or BLM hat.",,1,,,,,,1,,,,
"Sure. Happens all the time, all over the world. Drug dealers are scum, vermin. They will put anyone at risk at the drop of a hat.",,1,,,,,,1,,,,
"Boy I love to Watch folks burn flags, especially if they are also supporting the slaughter of innocents!",1,,,,,,1,,,,,
It's also a great deal for Mexicans who simply want to hop across the border for free healthcare I'm guessing no proof will be required that they actually have lived in the state or country for any period of time,,1,,,,,,1,,,,
"Democrats took their leaders more seriously as personalities, as people. They emotionally invested more in them. FDR's people gave themselves to the boss, and went on to write the wonderful compelling story: Franklin and Eleanor, he a flighty state rep, she a flutey-voiced duckling, both of them born to and comfortable in wealth, then illness, growth, personal drama; he gets sick and finds his strength, she becomes independent and finds her voice. How many movies books, films and made-for-TV movies have we seen of it? All written by Democrats, who were more eager to see the life as a reason",,1,,,,,,1,,,,
"US tap water is safe, even most of the time when the government / powers that be say it isn't. RO can also be an issue with piping in your home due to the acidity. If you want decent tap water--and this depends on where you live-- install a under sink filter for the one sink or two that you use for drinking and cooking water. The rest don't matter. That filter should take care of organics , and for 'stuff' that got in the water between the treatment plant and your home . Beyond that, you can treat for",,1,,,,,,1,,,,
Not counting the rural carriers it has one employee.....In fact the Hamlet is a combination of blacks and moneyed farmers,,1,,,,,,1,,,,
CNN Two guinea pigs and a cat belonging to former Russian spy Sergei Skripal poisoned in a nerve agent attack in the UK last month have died British authorities have said,,1,,,,,,1,,,,
"If you notice I mentioned religion for both liberal and conservative. I mentioned it under ""liberal"" because I am an atheist. I mentioned it under ""conservative"" because I don't hate Christians and I hate Islam. Lilberals hate Christians and love Muslims so the fact that I'm an atheist is a minor detail.",,1,,,,,,1,,,,
"Kudzu? I like that - gotta use it myself sometime, especially after having seen how it just creeps and covers and chokes everything in sight. What's more, a few acres covered by kudzu is great for breeding every kind of snake and spider on the planet - scary stuff.",1,,,,,,1,,,,,
As the nation prepares to honor civil rights pioneer Martin Luther King Jr on Monday Americans tend to think their fellow citizens talk too much about race but most agree that we have yet to achieve a level playing field for all races in this country Only NUM believe we’ve reached the day King preached about when men and women of all races have equal opportunity in America,,1,,,,,,1,,,,
Some Australian Muslim leaders said the comments by both Pope Benedict and Pell should be condemned.,,1,,,,,,1,,,,
"The anti-incumbent sentiment in the country has in no way diminished. There is buyers remorse for many that were so excited to elect a ""Black man"" President. He has been by all measures, an utter failure as a leader, with the exception that he DID get some big legislation through. That such will sink his part in 2010 and will help kick him out of the WH in 2012 makes one have to alter the term ""success"". His Administration has been marred by poor judgment, badly selected advisors , racial failings, incomeptence and a level of aloofness towards the people",,1,,,,,,1,,,,
"Trump is due in court Thursday, the first step in a legal process that will play out in a courthouse situated between the White House he once controlled and the Capitol his supporters once stormed. The case is already being dismissed by the former president and his supporters and even some of his rivals as just another politically motivated prosecution.",,1,,,,,,1,,,,
“‘The land shall not be sold in perpetuity for the land is mine for you are strangers and live as foreigners with me Lev NUM:NUM,,1,,,,,,1,,,,
"I can understand the guns, but I prefer a Big Dog or two and a baseball bat. Of course, a little dog could be a good alarm to , but they're not going to be intimidating, let alone stop them dead in their tracks or rip them a new one.",,1,,,,,,1,,,,
"The FBI calls this harassment ""dangling,"" and they do it on a regular basis to people who frequently have committed no offense other than to have drawn the ire of the Bureau. Many SSG's are of the lowest caliber of human life, especially those chosen for excessive harassment of innocent citizens. Far too often SSG teams consist of bullies, perverts, racists and ex-convicts and other dregs whose sole purpose is to drive people crazy and ruin their lives. If one of their victims snaps and tears one of them up, the bloodied G will press charges, perjure himself if confronted",,1,,,,,,1,,,,
Even if they create a temporary tax burden I think skilled and educated immigrants should be granted admission and given one year to prove themselves  sort of probationary immigration,,,1,,,,1,,,,,
We're a country based on immigration going right back to our Indigenous people who were immigrants as well NUM NUM NUM,,1,,,,,,1,,,,
"Unless you're into all of that of course, then by all means, indulge your white guilt and Socialist tendency's. Or your latent racism and sedition. Either one is cool by me.",,1,,,,,,1,,,,
If Bush does not deliver on his immigration reform Hispanics will be angry and may be motivated to vote against him If Bush does deliver he'll definitely alienate and lose some of his Republican voter base It's questionable if the Hispanic vote will come through for him to make up for the Republican vote loss,,1,,,,,,1,,,,
"If you are Hispanic from Cuba you are subject to censorship. If you are Hispanic from Mexico or Puerto Rico, you are not subject to censorship.",,1,,,,,,1,,,,
Ok pappy let's take number one Immigration Why can't the Hispanics go through the path to citizenship all other people form other countries had to do and have been successful,,1,,,,,,1,,,,
Ribs and core American value or just one of the dreams of all our fathers,,1,,,,,,1,,,,
NUM How many Americans remain incarcerated under pre-trial detention orders awaiting delayed trials that won’t start until next year?​,,1,,,,,,1,,,,
The SPR sales end in Oct One can speculate how much longer Democrats can continue the Jan NUM dog and pony show as the entire economy implodes around them how America will vote in November when gas is NUM/g or better should not be a mystery to anyone,,1,,,,,,1,,,,
"I'd like to see a Jew go onto Stormfront and start 5 threads a day on the site with a bunch of Israeli and pro-Jewish propaganda. Do you think the site-owner would allow that? A political forum tends to be a little bit more neutral, leaning left or right, but NHB means ""yeah, you can go there if you dare"".",,1,,,,,,1,,,,
"Matthew 19: The Rich and the Kingdom of God 16. Just then a man came up to Jesus and asked, Teacher, what good thing must I do to get eternal life? 17. Why do you ask me about what is good? Jesus replied. There is only One who is good. If you want to enter life, keep the commandments. 18. Which ones? he inquired. Jesus replied, You shall not murder, you shall not commit adultery, you shall not steal, you shall not give false testimony, 19. honor your father and mother, and love your neighbor as yourself.",,1,,,,,,1,,,,
And for that to be clear ... I'm an atheist ... and as such I have to tell you that the Islamists still have to make damn hard to get the same number of victims as those who were murdered in the name of Christianity!,,1,,,,,,1,,,,
There's an old saying Every little helps said the monkey as he pissed into the sea,,1,,,,,,1,,,,
While President Obamas lopsided support among Latino and other minority voters has been a focus of postelection analysis the overwhelming support he received from another growing demographic group Americans who identify as gay lesbian or bisexual has received much less attention,,1,,,,,,1,,,,
"Heavy stuff! The thing that strikes me about the whole political can O' worms is the fact that the MSM is involved as at the very least an accessory. The level of heavy psychological warfare for this, is mind boggling, but the evidence is pointing that direction. Are we opposing a force that uses black magic & witchcraft to accomplish its ends?",,1,,,,,,1,,,,
Is anyone super clever and knows where to find the rules around school closures? I'm not sure where to look - but i'm sick of being **** on by school which had no concern for our health and wellbeing :-(,,1,,,,,,1,,,,
"Already, we are on the slippery slope toward the end of traditional marriage. Ever since Loving v. Virginia, the country has been going downhill. First, we accepted exogynous marriages. Now, homosexual marriages. Next, we'll see polygamous marriages, polyamorous marriages, interspecial marriages, and autoerotic marriages, all because of a court case forty years ago.",,1,,,,,,1,,,,
"Of course not. I'm a straight female, but there's no way on this earth that I'd touch a Trans man. To me they are just very masculine lesbians playing dress ups .. which oddly makes them even LESS attractive than an ordinary lesbian. I totally get why a gay man wouldn't want to touch a Trans man, IOW. And I also get why many straight men sooner die than 'do it' with a Trans woman. Trans people don't belong in the SGL world , sexually or romantically.",,,1,,,,,1,,,,
what facts the one i already point out simply because segregation laws don't exist any more you claimed most all churches and schools and neighborhoods have one black person in them please list those facts now thanks,,,1,,,,1,,,,,
"An old man and a homosexual? Whatever comes next has gotta be better. All right, it's time for my last bathroom attempt. I feel like Livingstone setting out for Africa. I'm really gonna miss you.",,1,,,,,,1,,,,
"Well, what are you up to? Girls can't even cook soup these days! What do you take for your heart, Mrs Hubacek? Such small white pills, Doctor. But they give me a head-ache.",,1,,,,,,1,,,,
"Ooh. This... Oh, you dirty little spud. Hey, Alex, just letting you know Luke's got a slight temperature. Probably just molars coming in, but nothing to worry about.",,1,,,,,,1,,,,
"I called the police! Ma'am. It's me, Walt. Get out of my yard! My dog is trained to attack!",,1,,,,,,1,,,,
I don't get people who think that if you go to a gay bar all the guys are going to hit on you. It's not true. Gays play hard-to-get more than girls. I swear it's true. The other day Flor and I went to a party full of gay Peronists...,,1,,,,,,1,,,,
You know that she's sick! What do you want me to do? Hello?,,1,,,,,,1,,,,
"Porcupine quills. Loves porcupines, hates people. She's in heat too. Too bad you're not a dog. What can I do you for?",,1,,,,,,1,,,,
"Oh, winds of abysses howling through the stars and eons of centuries. O Lords of the Whirlwind, black, grey and white, I call upon you! Oh, ever-increasing darkness, shapeless and mindless beings, corroded and rotten in your hearts, body and mind, I summon you from your ancient, timeless travels to ride the winds of blackness. And cabash!",,1,,,,,,1,,,,
You wanted to know what she was reading. The book by her bed is Christian Thoughts... ... Volume Two.,,1,,,,,,1,,,,
"What's your deal? Well, I spoke to the Interpol liaison in Berlin, and the Canadian embassy was broken into six months ago. The Bundespolizei believe that Christian Way were involved. Christian Way? Wasn't that the group that targeted Rosemary Bishop?",,1,,,,,,1,,,,
"If we intend to turn the United States Supreme Court into an election process, let's change the Constitution and let's elect a Supreme Court judge of the United States. I, George Herbert Walker Bush, do solemnly swear that I will faithfully execute the office of President of the United States. Thurgood Marshall, the Supreme Court's first and only black justice, announced his retirement today. In a letter to President Bush Marshall said, The strenuous demands of court work appear at this time to be incompatible with my advancing age and medical condition.",,1,,,,,,1,,,,
Follow the crazy science. They're scenting her this way! So what are you waiting for?,,1,,,,,,1,,,,
"Never had the stomach for the rough stuff, but a magician when it comes to dirty money. How big is Marks in Vegas? Middling. The real players are the Russians. See, that's who the Feds are worried about.",,1,,,,,,1,,,,
At least the door's on hinges. Last time I was here it wasn't. So Arnold... Ed tells me you're a transsexual? Transvestite.,,1,,,,,,1,,,,
"I'm not feeling well. My lord, I'd like to press on. Are you feeling faint? I might be sick. My lord.",,1,,,,,,1,,,,
"And my dad's life is-- My dad's had a weird life. Too. When I was ten years old, my parents got divorced, and my dad turned into a Jew. I mean, he converted... to Judaism. He didn't turn into a Jew.",,1,,,,,,1,,,,
Yes we are all Muslims. Then why don't they speak Arabic? Do you read the Quran in your language? Yes. In our language.,,1,,,,,,1,,,,
"Dad showed me an open door. Does that mean I was meant to take you back to Hell or was he insinuating that Hell was getting drafty? Nobody bloody knows, because the selfish bastard won't just tell us! And I'm sick of it. No more.",,1,,,,,,1,,,,
Roman! The hair! You don't have to say it. His hair turned white cos lightning hit him. He's been struck by lightning...,,1,,,,,,1,,,,
"All this stuff... That's just a kiss. See, what they'll do is, they will strip you naked, they'll beat you, they'll torture you, until you're begging for death, and then they'll shove a rat down your throat to finish off the job. No.",,1,,,,,,1,,,,
"what is it this vile, black goop is supposed to do? well, this rubber and nylon compound will make a waterproof seal on the cloth fiber. There we go. That shouldn't take too long to dry. Listen, Jack.",,1,,,,,,1,,,,
"I really do believe people come into each other's lives for a reason. And I think that yours was to help me through this. Thank you. It's my job. No, your job is to cut people up and take out their disease.",,1,,,,,,1,,,,
"They became good friends. At the age of 15, Yi Feng suddenly... she became a boy... Originally she was a bi-sexual person. Then... then what happened later? After she turned into a boy, he was expelled by the Palace.",,1,,,,,,1,,,,
"A fact, like a rock, has certain dimensions and gravity. I've gone over all the choices, one by one. You'd make a great actor. Life's a queer little man, kitty. Yeah, kitty.",,1,,,,,,1,,,,
"Deidre, Jim and a couple of other guys are comin' over. Uh-huh. We're havin' pigs in a blanket and chocolate puddin' tarts. Just keep it out of the pool. It'll be all right.",,1,,,,,,1,,,,
"I loved her and wanted her to be my bride. Of course, there was the small problem Of her father being black against me. So we ran away together. We do that, too.",,1,,,,,,1,,,,
"The Hindus have a turban. The Sikhs have a tall, white turban. Jews have yarmulke. The Muslims have a kufi. The Bishop has a pointy hat on one day and a round hat on another day.",,1,,,,,,1,,,,
"OR HAVE YOU BEEN RUTTI AFTER SOME SLUT IN THE STEWS, EH? YOU DIRTY LITTLE APE. WHAT ARE YOU TRYIN' TO DO,",,1,,,,,,1,,,,
"They're lambs to the slaughter. Go on, go get them. Get him, Ackerman, get him. Get your hands up!",1,,,,,,1,,,,,
"NOT LIKE THAT. YOU ARE A FIGURE OF ROMANCE, OF SPIRIT AND ACTION, BUT AT THE SAME TIME, HUMBLE AND TENDER. YOU ARE A MAN OF IRON WITH THE SOUL OF A POET. YOU ARE ADVENTUROUS, GAY,",1,,,,,,1,,,,,
"I'm going to go outside and listen at their door. Give my best to the bisexuals. Only he's bisexual, she's straight. Too bad. Mixed marriages never work.",,1,,,,,,1,,,,
"WILL YOU WAIT TILL THE SHERIFF'S MEN COME AND GET YOU? STIR, MAN! YEAH, I'LL, UH, I'LL GET SOME THINGS.",,1,,,,,,1,,,,
"Well, everyone should be able to do whatever they want. It's like Juan says, the more gay guys there are, the more girls there are for us. The other day, Fatso and I were at Serrano and he was totally freaking out. This place is full of gay people! Cocksuckers!",,1,,,,,,1,,,,
"Is it dog? No, no. It's much bigger than a dog. Here, let me put your shoe on. Eat something.",,1,,,,,,1,,,,
"All right. You kiss the niggers and I'll kiss the Jews. ...and we'll stay in the White House as long as we choose. Well? Well, what?",,1,,,,,,1,,,,
They're scenting her this way! So what are you waiting for? Who's hanging game way out here?,,,1,,,,1,,,,,
"We got a shot to see a female Elvis impersonator over in White Water... and you want to wish happy birthday to a guy you never even met? You want to go to White Water, go to White Water. As for me, I find it more interesting to pay my respects... to a man who's had the courage to live on this earth 109 years. He's the oldest living man in Canada, kids. Isn't that something?",,1,,,,,,1,,,,
"I do this, we both end up in orange pajamas. Alongside Atwater. Tell me again why you can't go through proper channels. An official request gets the blue wagons circling, and all of a sudden, the videos are magically drawn into a big black hole. Sound like you're not gonna like what we find.",,1,,,,,,1,,,,
"He looks smashing in a long top, sheet and a stick. Especially when the stick held on the shoulders. The chicks dressed in colorful attire fall for it.. He walks with pride. The ones with pride don't talk about a female with a smile.",,1,,,,,,1,,,,
The eggs! Three of them. And a cup of strong black coffee for me. But Mr. Boswell is downstairs. No.,,1,,,,,,1,,,,
"Jaggi, don't stop the car, police is following us. You have a bag full of dollars kept back there. What are you waiting for now? Turn the truck around towards home. According to me that is a bag full of sin.",,1,,,,,,1,,,,
"The people who are leading the state right now come to understand that advancing hateful rhetoric, discriminatory laws... it's what keeps them in office. Mm-hmm. Disrespecting the Supreme Court's marriage equality opinion and the discriminatory perspective about transgender people, a lot of the politicians here feel like they can't be loud enough on those issues. So, how do you see what's happening to women's rights affecting the LGBTQ community?",,1,,,,,,1,,,,
"Then I got home and took a shower... and I felt like shit. I felt really guilty. It sucks. The important thing is that Romi doesn't catch you, because then you'll want to kill yourself. Hey, I think Germ’n is kind of gay.",,1,,,,,,1,,,,
"Ow! Okay, red, red, red, red, red, red, red, red, red, red. Ow! That hurts, yo. I'm in Atlanta, Georgia, the heart of the Bible Belt, where 76% of the population identifies as Christian.",,1,,,,,,1,,,,
"I just use that other white stuff. You don't like tomatoes? Me either. They call 'em love apples, but I don't love 'em. I don't either.",,1,,,,,,1,,,,
"Take it easy, Fatso. The more gay guys there are, the more chicks there are for us to choose from. That's how it is. Last time we were...",,1,,,,,,1,,,,
"So not only did he not do it, what he did do disproves your whole gay idea. So he's not guilty, not gay. Fine. You give me the name of the girl, I'll check it out. I can't.",,1,,,,,,1,,,,
"I'm guilty. Case closed. You don't know. I know I watched a black woman. Testify against me in court today,",,1,,,,,,1,,,,
"Fangs... stained pink... from whatever it killed before it got to our cabin. It was frightening. Frightening. The paws on this thing were immense, with big black claws, razor sharp... like Freddie Kruger. Only worse.",,1,,,,,,1,,,,
The difference is that I send them out to sea. To sea? How do you manage that without leaving this place? Well... the truth is that they follow a rather indecent route. Amazing!,,1,,,,,,1,,,,
"I'm definitely gay. Okay, my turn! Whoa, whoa, whoa. Oh!",,1,,,,,,1,,,,
And that slut in the window! What slut? Where? Weren't you going to use the phone? Why don't you use it?,,1,,,,,,1,,,,
"In fact, you'd be a better Muslim than Sadiq Khan, I think. I'm in. If you're wondering where my beard is, they wouldn't let me through security with it. JULIA: The problem with Sadiq Khan is we don't know enough about him.",,1,,,,,1,,,,,
"First is this Tom... then is the Greek Could be a lesbian I'm disappointed it's normal What I want is love However, I can make it",,1,,,,,,1,,,,
They're scenting her this way. So what are you waiting for?,,1,,,,,,1,,,,
"It's probably on the bottom, though. Got wieners for pigs in a blanket. Oh, great. Pringles. Now, these are to fill up those patty shells.",,1,,,,,,1,,,,
You dirty queer! THUG 1 : Bloody poof! THUG 2: Kick him!,,1,,,,,,1,,,,
"First I rode the car pool. Then I had to run all over town looking for your golf White wine and a double anything. First I got an estimate, and then I gotta knock down the wall. I mean, I gotta knock down the whole wall!",1,,,,,,1,,,,,
"Sorry, guys. When you're ready. Arturo, do you take Eugenia to be your wife and promise to be faithful, for better, for worse, in sickness and in health, every day of your life? Hey? Yes.",,1,,,,,,1,,,,
Can I have the money to go to the dance? Get that cellar done. Never mind dances. But Dad there's rats down there. I'm terrified of rats.,,1,,,,,,1,,,,
Millie Lammoreaux. You live over at the Purple Sage Apartments? Yeah. How do you know? Deidre Black's friend.,,1,,,,,,1,,,,
"And if you don't like what you hear? Try me. Gotham is sick. Crime and violence are so common the people have become numb to it. To heal the city, we have to force them to take notice.",,1,,,,,,1,,,,
"Now he's with this chick, Rocio... but Rocio used to go out with Mono and Mono says she never wanted to have sex. So I don't know. I have an aunt who's a lesbian. Yeah. She says that if you're really bisexual, you have no trouble repressing yourself, because since you like girls and guys, if you meet a guy, it doesn't matter, you can be with him and then go satisfy your needs with a chick.",,1,,,,,,1,,,,
No one could have left the campus If he had jumped over the compound wall? He couldn't have gone without crossing us The killer won't step out with blood stains So the killer has to be inside the campus definitely,,1,,,,,,1,,,,
"AND THEN YOU CAME ALONG. I MUST WAIT BEFORE I GO MAD. YES, WELL,THEN",,1,,,,,,1,,,,
I am not fighting with anyone over here that I would summon you. You think you will become a dacoit if you dress up in black? You made me forget the count. May I say something? Chill a little.,,1,,,,,,1,,,,
"You're not Muslim yet. I'm going to be one. You're not one yet and you'll make over $400,000 in this fight, plus the... I don't care about that. You're making money, too.",,1,,,,,,1,,,,
"Of course she's not a Muslim. The last one was a Muslim. No, she wasn't. She was Russian. She had a burka.",,1,,,,,,1,,,,
It's been 2017 years since Christ! Jesus. We are counting the days since Jesus. Together. Which makes sense if you're Christian.,,1,,,,,,1,,,,
"We're all going to sprout wings fly up into the sky. God will have a special place for us called heaven while the white devil enjoys his heaven right now! And we have accepted this brainwashing Christian religion, we've embraced it. We have believed in it. But, now, the Honourable Elijah Muhammad offers you the Nation of Islam.",,1,,,,,,1,,,,
"Are you gay, too? No, I'm not. But I'm chaste. Just kidding, trick question. So, what are you doing here?",,1,,,,,,1,,,,
"Gays and Lesbians are left out of Sex Ed. To require a permission slip, implicates the school. We're asking you to resign. I am willing to raise the money needed to make ABCC, an elite private school. The motion is carried.",,1,,,,,,1,,,,
"AND AS PRECIOUS TO THAT MAN AS YOUR OWN SON IS TO YOU. UP, VERMIN. YOU RUIN MY GARDEN, FOUL MY FOOT WITH YOUR LOUSY CARCASS.",,1,,,,,,1,,,,
"Christians gave him Sunday. Jews gave him Saturday. Muslims gave him Friday. God has a three-day weekend, which is probably just what he needs. Now, just a couple of other questions about this whole theory.",1,,,,,,1,,,,,
"Yeah, they're a little damp. I'm so tired of this crap. Even in the laundromat, it's dog eat dog. Look, I said I was sorry. Your clothes were sitting in the dryer.",,1,,,,,,1,,,,
Do you think Leo's really gay? I don't know. Maybe. The guy's weird. He's always been weird.,,1,,,,,,1,,,,
I'm pretty sure that the end of Magic Mike is that I'm gay. I'm pretty sure that's how it ends. I don't want to see the ending.,,1,,,,,,1,,,,
"I'm so sick of watching Jill Clayburgh's marriages go down the drain, I can't tell you. And that's what comes from this divorce. In the olden days, they had other things they did... like walking. Walking? Yeah, nobody had a car, everybody just...",,1,,,,,,1,,,,
It's very hard 'cause I am that gay black Republican. And so where did your conservative values come from? Was that from your upbringing? That comes from just being in the situation that I've been in...,,1,,,,,,1,,,,
